"Datatime","Channel 1:"
29/06/2013 12:00,1.922
29/06/2013 12:02,1.913
29/06/2013 12:04,1.913
29/06/2013 12:06,1.914
29/06/2013 12:08,1.913
29/06/2013 12:10,1.905
29/06/2013 12:12,1.913
29/06/2013 12:14,1.912
29/06/2013 12:16,1.912
29/06/2013 12:18,1.912
29/06/2013 12:20,1.912
29/06/2013 12:22,1.912
29/06/2013 12:24,1.912
29/06/2013 12:26,1.911
29/06/2013 12:28,1.904
29/06/2013 12:30,1.904
29/06/2013 12:32,1.905
29/06/2013 12:34,1.898
29/06/2013 12:36,1.899
29/06/2013 12:38,1.899
29/06/2013 12:40,1.892
29/06/2013 12:42,1.899
29/06/2013 12:44,1.898
29/06/2013 12:46,1.887
29/06/2013 12:48,1.886
29/06/2013 12:50,1.885
29/06/2013 12:52,1.885
29/06/2013 12:54,1.878
29/06/2013 12:56,1.864
29/06/2013 12:58,1.874
29/06/2013 13:00,1.875
29/06/2013 13:02,1.882
29/06/2013 13:04,1.874
29/06/2013 13:06,1.874
29/06/2013 13:08,1.850
29/06/2013 13:10,1.873
29/06/2013 13:12,1.873
29/06/2013 13:14,1.872
29/06/2013 13:16,1.866
29/06/2013 13:18,1.867
29/06/2013 13:20,1.868
29/06/2013 13:22,1.860
29/06/2013 13:24,1.866
29/06/2013 13:26,1.857
29/06/2013 13:28,1.869
29/06/2013 13:30,1.863
29/06/2013 13:32,1.852
29/06/2013 13:34,1.867
29/06/2013 13:36,1.867
29/06/2013 13:38,1.840
29/06/2013 13:40,1.840
29/06/2013 13:42,1.861
29/06/2013 13:44,1.850
29/06/2013 13:46,1.850
29/06/2013 13:48,1.851
29/06/2013 13:50,1.851
29/06/2013 13:52,1.851
29/06/2013 13:54,1.850
29/06/2013 13:56,1.838
29/06/2013 13:58,1.839
29/06/2013 14:00,1.849
29/06/2013 14:02,1.849
29/06/2013 14:04,1.848
29/06/2013 14:06,1.849
29/06/2013 14:08,1.835
29/06/2013 14:10,1.835
29/06/2013 14:12,1.847
29/06/2013 14:14,1.835
29/06/2013 14:16,1.836
29/06/2013 14:18,1.845
29/06/2013 14:20,1.836
29/06/2013 14:22,1.829
29/06/2013 14:24,1.829
29/06/2013 14:26,1.835
29/06/2013 14:28,1.835
29/06/2013 14:30,1.834
29/06/2013 14:32,1.833
29/06/2013 14:34,1.833
29/06/2013 14:36,1.834
29/06/2013 14:38,1.833
29/06/2013 14:40,1.832
29/06/2013 14:42,1.826
29/06/2013 14:44,1.817
29/06/2013 14:46,1.829
29/06/2013 14:48,1.829
29/06/2013 14:50,1.829
29/06/2013 14:52,1.830
29/06/2013 14:54,1.815
29/06/2013 14:56,1.822
29/06/2013 14:58,1.822
29/06/2013 15:00,1.814
29/06/2013 15:02,1.824
29/06/2013 15:04,1.824
29/06/2013 15:06,1.817
29/06/2013 15:08,1.818
29/06/2013 15:10,1.824
29/06/2013 15:12,1.825
29/06/2013 15:14,1.825
29/06/2013 15:16,1.825
29/06/2013 15:18,1.824
29/06/2013 15:20,1.824
29/06/2013 15:22,1.823
29/06/2013 15:24,1.800
29/06/2013 15:26,1.822
29/06/2013 15:28,1.823
29/06/2013 15:30,1.822
29/06/2013 15:32,1.821
29/06/2013 15:34,1.808
29/06/2013 15:36,1.820
29/06/2013 15:38,1.813
29/06/2013 15:40,1.812
29/06/2013 15:42,1.813
29/06/2013 15:44,1.824
29/06/2013 15:46,1.812
29/06/2013 15:48,1.819
29/06/2013 15:50,1.818
29/06/2013 15:52,1.808
29/06/2013 15:54,1.819
29/06/2013 15:56,1.797
29/06/2013 15:58,1.812
29/06/2013 16:00,1.813
29/06/2013 16:02,1.798
29/06/2013 16:04,1.815
29/06/2013 16:06,1.802
29/06/2013 16:08,1.814
29/06/2013 16:10,1.806
29/06/2013 16:12,1.806
29/06/2013 16:14,1.807
29/06/2013 16:16,1.813
29/06/2013 16:18,1.813
29/06/2013 16:20,1.805
29/06/2013 16:22,1.806
29/06/2013 16:24,1.813
29/06/2013 16:26,1.826
29/06/2013 16:28,1.825
29/06/2013 16:30,1.816
29/06/2013 16:32,1.816
29/06/2013 16:34,1.817
29/06/2013 16:36,1.818
29/06/2013 16:38,1.818
29/06/2013 16:40,1.827
29/06/2013 16:42,1.827
29/06/2013 16:44,1.836
29/06/2013 16:46,1.824
29/06/2013 16:48,1.815
29/06/2013 16:50,1.815
29/06/2013 16:52,1.826
29/06/2013 16:54,1.819
29/06/2013 16:56,1.827
29/06/2013 16:58,1.837
29/06/2013 17:00,1.836
29/06/2013 17:02,1.836
29/06/2013 17:04,1.823
29/06/2013 17:06,1.824
29/06/2013 17:08,1.825
29/06/2013 17:10,1.826
29/06/2013 17:12,1.832
29/06/2013 17:14,1.817
29/06/2013 17:16,1.830
29/06/2013 17:18,1.829
29/06/2013 17:20,1.817
29/06/2013 17:22,1.834
29/06/2013 17:24,1.834
29/06/2013 17:26,1.815
29/06/2013 17:28,1.836
29/06/2013 17:30,1.835
29/06/2013 17:32,1.835
29/06/2013 17:34,1.819
29/06/2013 17:36,1.829
29/06/2013 17:38,1.830
29/06/2013 17:40,1.831
29/06/2013 17:42,1.832
29/06/2013 17:44,1.822
29/06/2013 17:46,1.838
29/06/2013 17:48,1.839
29/06/2013 17:50,1.839
29/06/2013 17:52,1.838
29/06/2013 17:54,1.837
29/06/2013 17:56,1.843
29/06/2013 17:58,1.843
29/06/2013 18:00,1.843
29/06/2013 18:02,1.843
29/06/2013 18:04,1.842
29/06/2013 18:06,1.841
29/06/2013 18:08,1.840
29/06/2013 18:10,1.840
29/06/2013 18:12,1.847
29/06/2013 18:14,1.838
29/06/2013 18:16,1.838
29/06/2013 18:18,1.850
29/06/2013 18:20,1.844
29/06/2013 18:22,1.845
29/06/2013 18:24,1.844
29/06/2013 18:26,1.850
29/06/2013 18:28,1.850
29/06/2013 18:30,1.849
29/06/2013 18:32,1.848
29/06/2013 18:34,1.849
29/06/2013 18:36,1.835
29/06/2013 18:38,1.852
29/06/2013 18:40,1.851
29/06/2013 18:42,1.851
29/06/2013 18:44,1.851
29/06/2013 18:46,1.852
29/06/2013 18:48,1.853
29/06/2013 18:50,1.854
29/06/2013 18:52,1.854
29/06/2013 18:54,1.854
29/06/2013 18:56,1.855
29/06/2013 18:58,1.849
29/06/2013 19:00,1.857
29/06/2013 19:02,1.851
29/06/2013 19:04,1.859
29/06/2013 19:06,1.859
29/06/2013 19:08,1.858
29/06/2013 19:10,1.858
29/06/2013 19:12,1.859
29/06/2013 19:14,1.859
29/06/2013 19:16,1.860
29/06/2013 19:18,1.860
29/06/2013 19:20,1.860
29/06/2013 19:22,1.860
29/06/2013 19:24,1.860
29/06/2013 19:26,1.861
29/06/2013 19:28,1.861
29/06/2013 19:30,1.861
29/06/2013 19:32,1.860
29/06/2013 19:34,1.866
29/06/2013 19:36,1.867
29/06/2013 19:38,1.868
29/06/2013 19:40,1.869
29/06/2013 19:42,1.869
29/06/2013 19:44,1.869
29/06/2013 19:46,1.869
29/06/2013 19:48,1.869
29/06/2013 19:50,1.869
29/06/2013 19:52,1.869
29/06/2013 19:54,1.870
29/06/2013 19:56,1.870
29/06/2013 19:58,1.870
29/06/2013 20:00,1.870
29/06/2013 20:02,1.870
29/06/2013 20:04,1.871
29/06/2013 20:06,1.871
29/06/2013 20:08,1.871
29/06/2013 20:10,1.871
29/06/2013 20:12,1.871
29/06/2013 20:14,1.871
29/06/2013 20:16,1.871
29/06/2013 20:18,1.872
29/06/2013 20:20,1.872
29/06/2013 20:22,1.872
29/06/2013 20:24,1.872
29/06/2013 20:26,1.872
29/06/2013 20:28,1.872
29/06/2013 20:30,1.871
29/06/2013 20:32,1.871
29/06/2013 20:34,1.871
29/06/2013 20:36,1.872
29/06/2013 20:38,1.872
29/06/2013 20:40,1.872
29/06/2013 20:42,1.873
29/06/2013 20:44,1.873
29/06/2013 20:46,1.873
29/06/2013 20:48,1.873
29/06/2013 20:50,1.873
29/06/2013 20:52,1.873
29/06/2013 20:54,1.873
29/06/2013 20:56,1.873
29/06/2013 20:58,1.874
29/06/2013 21:00,1.874
29/06/2013 21:02,1.874
29/06/2013 21:04,1.874
29/06/2013 21:06,1.874
29/06/2013 21:08,1.874
29/06/2013 21:10,1.874
29/06/2013 21:12,1.874
29/06/2013 21:14,1.874
29/06/2013 21:16,1.875
29/06/2013 21:18,1.875
29/06/2013 21:20,1.881
29/06/2013 21:22,1.881
29/06/2013 21:24,1.881
29/06/2013 21:26,1.882
29/06/2013 21:28,1.882
29/06/2013 21:30,1.883
29/06/2013 21:32,1.884
29/06/2013 21:34,1.884
29/06/2013 21:36,1.884
29/06/2013 21:38,1.884
29/06/2013 21:40,1.884
29/06/2013 21:42,1.884
29/06/2013 21:44,1.883
29/06/2013 21:46,1.883
29/06/2013 21:48,1.882
29/06/2013 21:50,1.882
29/06/2013 21:52,1.882
29/06/2013 21:54,1.882
29/06/2013 21:56,1.882
29/06/2013 21:58,1.881
29/06/2013 22:00,1.881
29/06/2013 22:02,1.881
29/06/2013 22:04,1.881
29/06/2013 22:06,1.881
29/06/2013 22:08,1.881
29/06/2013 22:10,1.881
29/06/2013 22:12,1.881
29/06/2013 22:14,1.881
29/06/2013 22:16,1.881
29/06/2013 22:18,1.881
29/06/2013 22:20,1.882
29/06/2013 22:22,1.882
29/06/2013 22:24,1.882
29/06/2013 22:26,1.882
29/06/2013 22:28,1.883
29/06/2013 22:30,1.883
29/06/2013 22:32,1.883
29/06/2013 22:34,1.883
29/06/2013 22:36,1.883
29/06/2013 22:38,1.884
29/06/2013 22:40,1.884
29/06/2013 22:42,1.884
29/06/2013 22:44,1.884
29/06/2013 22:46,1.884
29/06/2013 22:48,1.884
29/06/2013 22:50,1.884
29/06/2013 22:52,1.884
29/06/2013 22:54,1.884
29/06/2013 22:56,1.884
29/06/2013 22:58,1.884
29/06/2013 23:00,1.884
29/06/2013 23:02,1.884
29/06/2013 23:04,1.884
29/06/2013 23:06,1.884
29/06/2013 23:08,1.884
29/06/2013 23:10,1.884
29/06/2013 23:12,1.884
29/06/2013 23:14,1.884
29/06/2013 23:16,1.884
29/06/2013 23:18,1.884
29/06/2013 23:20,1.884
29/06/2013 23:22,1.884
29/06/2013 23:24,1.885
29/06/2013 23:26,1.885
29/06/2013 23:28,1.886
29/06/2013 23:30,1.886
29/06/2013 23:32,1.886
29/06/2013 23:34,1.886
29/06/2013 23:36,1.886
29/06/2013 23:38,1.886
29/06/2013 23:40,1.886
29/06/2013 23:42,1.886
29/06/2013 23:44,1.886
29/06/2013 23:46,1.887
29/06/2013 23:48,1.887
29/06/2013 23:50,1.887
29/06/2013 23:52,1.888
29/06/2013 23:54,1.889
29/06/2013 23:56,1.889
29/06/2013 23:58,1.889
30/06/2013 00:00,1.889
30/06/2013 00:02,1.889
30/06/2013 00:04,1.889
30/06/2013 00:06,1.889
30/06/2013 00:08,1.889
30/06/2013 00:10,1.889
30/06/2013 00:12,1.889
30/06/2013 00:14,1.888
30/06/2013 00:16,1.889
30/06/2013 00:18,1.889
30/06/2013 00:20,1.889
30/06/2013 00:22,1.889
30/06/2013 00:24,1.889
30/06/2013 00:26,1.889
30/06/2013 00:28,1.890
30/06/2013 00:30,1.890
30/06/2013 00:32,1.890
30/06/2013 00:34,1.890
30/06/2013 00:36,1.890
30/06/2013 00:38,1.890
30/06/2013 00:40,1.890
30/06/2013 00:42,1.890
30/06/2013 00:44,1.890
30/06/2013 00:46,1.890
30/06/2013 00:48,1.890
30/06/2013 00:50,1.891
30/06/2013 00:52,1.891
30/06/2013 00:54,1.892
30/06/2013 00:56,1.892
30/06/2013 00:58,1.892
30/06/2013 01:00,1.892
30/06/2013 01:02,1.892
30/06/2013 01:04,1.892
30/06/2013 01:06,1.892
30/06/2013 01:08,1.892
30/06/2013 01:10,1.892
30/06/2013 01:12,1.892
30/06/2013 01:14,1.892
30/06/2013 01:16,1.892
30/06/2013 01:18,1.892
30/06/2013 01:20,1.892
30/06/2013 01:22,1.892
30/06/2013 01:24,1.892
30/06/2013 01:26,1.892
30/06/2013 01:28,1.892
30/06/2013 01:30,1.892
30/06/2013 01:32,1.893
30/06/2013 01:34,1.893
30/06/2013 01:36,1.893
30/06/2013 01:38,1.893
30/06/2013 01:40,1.893
30/06/2013 01:42,1.894
30/06/2013 01:44,1.893
30/06/2013 01:46,1.894
30/06/2013 01:48,1.895
30/06/2013 01:50,1.895
30/06/2013 01:52,1.895
30/06/2013 01:54,1.895
30/06/2013 01:56,1.895
30/06/2013 01:58,1.896
30/06/2013 02:00,1.896
30/06/2013 02:02,1.896
30/06/2013 02:04,1.896
30/06/2013 02:06,1.896
30/06/2013 02:08,1.896
30/06/2013 02:10,1.896
30/06/2013 02:12,1.896
30/06/2013 02:14,1.897
30/06/2013 02:16,1.897
30/06/2013 02:18,1.897
30/06/2013 02:20,1.897
30/06/2013 02:22,1.897
30/06/2013 02:24,1.897
30/06/2013 02:26,1.898
30/06/2013 02:28,1.898
30/06/2013 02:30,1.898
30/06/2013 02:32,1.898
30/06/2013 02:34,1.898
30/06/2013 02:36,1.898
30/06/2013 02:38,1.898
30/06/2013 02:40,1.898
30/06/2013 02:42,1.898
30/06/2013 02:44,1.898
30/06/2013 02:46,1.899
30/06/2013 02:48,1.899
30/06/2013 02:50,1.899
30/06/2013 02:52,1.900
30/06/2013 02:54,1.900
30/06/2013 02:56,1.901
30/06/2013 02:58,1.901
30/06/2013 03:00,1.901
30/06/2013 03:02,1.901
30/06/2013 03:04,1.901
30/06/2013 03:06,1.901
30/06/2013 03:08,1.901
30/06/2013 03:10,1.901
30/06/2013 03:12,1.901
30/06/2013 03:14,1.901
30/06/2013 03:16,1.901
30/06/2013 03:18,1.901
30/06/2013 03:20,1.900
30/06/2013 03:22,1.901
30/06/2013 03:24,1.902
30/06/2013 03:26,1.902
30/06/2013 03:28,1.902
30/06/2013 03:30,1.902
30/06/2013 03:32,1.902
30/06/2013 03:34,1.902
30/06/2013 03:36,1.902
30/06/2013 03:38,1.902
30/06/2013 03:40,1.902
30/06/2013 03:42,1.902
30/06/2013 03:44,1.902
30/06/2013 03:46,1.902
30/06/2013 03:48,1.902
30/06/2013 03:50,1.903
30/06/2013 03:52,1.903
30/06/2013 03:54,1.903
30/06/2013 03:56,1.903
30/06/2013 03:58,1.903
30/06/2013 04:00,1.903
30/06/2013 04:02,1.903
30/06/2013 04:04,1.903
30/06/2013 04:06,1.903
30/06/2013 04:08,1.904
30/06/2013 04:10,1.905
30/06/2013 04:12,1.905
30/06/2013 04:14,1.905
30/06/2013 04:16,1.905
30/06/2013 04:18,1.905
30/06/2013 04:20,1.905
30/06/2013 04:22,1.905
30/06/2013 04:24,1.906
30/06/2013 04:26,1.906
30/06/2013 04:28,1.907
30/06/2013 04:30,1.908
30/06/2013 04:32,1.908
30/06/2013 04:34,1.908
30/06/2013 04:36,1.908
30/06/2013 04:38,1.909
30/06/2013 04:40,1.909
30/06/2013 04:42,1.910
30/06/2013 04:44,1.910
30/06/2013 04:46,1.910
30/06/2013 04:48,1.910
30/06/2013 04:50,1.910
30/06/2013 04:52,1.910
30/06/2013 04:54,1.910
30/06/2013 04:56,1.911
30/06/2013 04:58,1.911
30/06/2013 05:00,1.911
30/06/2013 05:02,1.912
30/06/2013 05:04,1.912
30/06/2013 05:06,1.912
30/06/2013 05:08,1.912
30/06/2013 05:10,1.912
30/06/2013 05:12,1.912
30/06/2013 05:14,1.912
30/06/2013 05:16,1.912
30/06/2013 05:18,1.912
30/06/2013 05:20,1.912
30/06/2013 05:22,1.912
30/06/2013 05:24,1.912
30/06/2013 05:26,1.912
30/06/2013 05:28,1.912
30/06/2013 05:30,1.912
30/06/2013 05:32,1.912
30/06/2013 05:34,1.912
30/06/2013 05:36,1.912
30/06/2013 05:38,1.912
30/06/2013 05:40,1.912
30/06/2013 05:42,1.912
30/06/2013 05:44,1.913
30/06/2013 05:46,1.913
30/06/2013 05:48,1.913
30/06/2013 05:50,1.913
30/06/2013 05:52,1.913
30/06/2013 05:54,1.913
30/06/2013 05:56,1.913
30/06/2013 05:58,1.913
30/06/2013 06:00,1.913
30/06/2013 06:02,1.913
30/06/2013 06:04,1.914
30/06/2013 06:06,1.914
30/06/2013 06:08,1.914
30/06/2013 06:10,1.915
30/06/2013 06:12,1.915
30/06/2013 06:14,1.915
30/06/2013 06:16,1.915
30/06/2013 06:18,1.915
30/06/2013 06:20,1.916
30/06/2013 06:22,1.916
30/06/2013 06:24,1.916
30/06/2013 06:26,1.917
30/06/2013 06:28,1.917
30/06/2013 06:30,1.917
30/06/2013 06:32,1.917
30/06/2013 06:34,1.917
30/06/2013 06:36,1.917
30/06/2013 06:38,1.917
30/06/2013 06:40,1.917
30/06/2013 06:42,1.917
30/06/2013 06:44,1.917
30/06/2013 06:46,1.917
30/06/2013 06:48,1.917
30/06/2013 06:50,1.918
30/06/2013 06:52,1.918
30/06/2013 06:54,1.919
30/06/2013 06:56,1.919
30/06/2013 06:58,1.919
30/06/2013 07:00,1.919
30/06/2013 07:02,1.919
30/06/2013 07:04,1.920
30/06/2013 07:06,1.920
30/06/2013 07:08,1.920
30/06/2013 07:10,1.920
30/06/2013 07:12,1.921
30/06/2013 07:14,1.921
30/06/2013 07:16,1.921
30/06/2013 07:18,1.920
30/06/2013 07:20,1.920
30/06/2013 07:22,1.919
30/06/2013 07:24,1.919
30/06/2013 07:26,1.919
30/06/2013 07:28,1.919
30/06/2013 07:30,1.919
30/06/2013 07:32,1.919
30/06/2013 07:34,1.919
30/06/2013 07:36,1.919
30/06/2013 07:38,1.919
30/06/2013 07:40,1.919
30/06/2013 07:42,1.919
30/06/2013 07:44,1.919
30/06/2013 07:46,1.919
30/06/2013 07:48,1.913
30/06/2013 07:50,1.913
30/06/2013 07:52,1.913
30/06/2013 07:54,1.914
30/06/2013 07:56,1.915
30/06/2013 07:58,1.916
30/06/2013 08:00,1.916
30/06/2013 08:02,1.916
30/06/2013 08:04,1.916
30/06/2013 08:06,1.910
30/06/2013 08:08,1.910
30/06/2013 08:10,1.910
30/06/2013 08:12,1.910
30/06/2013 08:14,1.910
30/06/2013 08:16,1.910
30/06/2013 08:18,1.910
30/06/2013 08:20,1.910
30/06/2013 08:22,1.910
30/06/2013 08:24,1.911
30/06/2013 08:26,1.910
30/06/2013 08:28,1.910
30/06/2013 08:30,1.910
30/06/2013 08:32,1.910
30/06/2013 08:34,1.909
30/06/2013 08:36,1.909
30/06/2013 08:38,1.909
30/06/2013 08:40,1.909
30/06/2013 08:42,1.909
30/06/2013 08:44,1.909
30/06/2013 08:46,1.909
30/06/2013 08:48,1.902
30/06/2013 08:50,1.902
30/06/2013 08:52,1.902
30/06/2013 08:54,1.902
30/06/2013 08:56,1.902
30/06/2013 08:58,1.902
30/06/2013 09:00,1.902
30/06/2013 09:02,1.902
30/06/2013 09:04,1.902
30/06/2013 09:06,1.903
30/06/2013 09:08,1.903
30/06/2013 09:10,1.903
30/06/2013 09:12,1.903
30/06/2013 09:14,1.904
30/06/2013 09:16,1.904
30/06/2013 09:18,1.904
30/06/2013 09:20,1.904
30/06/2013 09:22,1.904
30/06/2013 09:24,1.904
30/06/2013 09:26,1.904
30/06/2013 09:28,1.904
30/06/2013 09:30,1.904
30/06/2013 09:32,1.905
30/06/2013 09:34,1.905
30/06/2013 09:36,1.905
30/06/2013 09:38,1.905
30/06/2013 09:40,1.905
30/06/2013 09:42,1.905
30/06/2013 09:44,1.905
30/06/2013 09:46,1.905
30/06/2013 09:48,1.905
30/06/2013 09:50,1.905
30/06/2013 09:52,1.906
30/06/2013 09:54,1.906
30/06/2013 09:56,1.907
30/06/2013 09:58,1.907
30/06/2013 10:00,1.907
30/06/2013 10:02,1.907
30/06/2013 10:04,1.907
30/06/2013 10:06,1.907
30/06/2013 10:08,1.907
30/06/2013 10:10,1.907
30/06/2013 10:12,1.906
30/06/2013 10:14,1.905
30/06/2013 10:16,1.905
30/06/2013 10:18,1.905
30/06/2013 10:20,1.905
30/06/2013 10:22,1.904
30/06/2013 10:24,1.897
30/06/2013 10:26,1.897
30/06/2013 10:28,1.897
30/06/2013 10:30,1.898
30/06/2013 10:32,1.898
30/06/2013 10:34,1.898
30/06/2013 10:36,1.898
30/06/2013 10:38,1.897
30/06/2013 10:40,1.896
30/06/2013 10:42,1.889
30/06/2013 10:44,1.889
30/06/2013 10:46,1.890
30/06/2013 10:48,1.891
30/06/2013 10:50,1.892
30/06/2013 10:52,1.892
30/06/2013 10:54,1.893
30/06/2013 10:56,1.894
30/06/2013 10:58,1.894
30/06/2013 11:00,1.893
30/06/2013 11:02,1.883
30/06/2013 11:04,1.892
30/06/2013 11:06,1.892
30/06/2013 11:08,1.892
30/06/2013 11:10,1.892
30/06/2013 11:12,1.891
30/06/2013 11:14,1.891
30/06/2013 11:16,1.882
30/06/2013 11:18,1.893
30/06/2013 11:20,1.893
30/06/2013 11:22,1.894
30/06/2013 11:24,1.894
30/06/2013 11:26,1.894
30/06/2013 11:28,1.894
30/06/2013 11:30,1.895
30/06/2013 11:32,1.896
30/06/2013 11:34,1.897
30/06/2013 11:36,1.897
30/06/2013 11:38,1.898
30/06/2013 11:40,1.898
30/06/2013 11:42,1.881
30/06/2013 11:44,1.898
30/06/2013 11:46,1.898
30/06/2013 11:48,1.898
30/06/2013 11:50,1.899
30/06/2013 11:52,1.900
30/06/2013 11:54,1.901
30/06/2013 11:56,1.901
30/06/2013 11:58,1.900
30/06/2013 12:00,1.901
30/06/2013 12:02,1.902
30/06/2013 12:04,1.901
30/06/2013 12:06,1.902
30/06/2013 12:08,1.902
30/06/2013 12:10,1.894
30/06/2013 12:12,1.903
30/06/2013 12:14,1.891
30/06/2013 12:16,1.904
30/06/2013 12:18,1.895
30/06/2013 12:20,1.886
30/06/2013 12:22,1.903
30/06/2013 12:24,1.903
30/06/2013 12:26,1.912
30/06/2013 12:28,1.912
30/06/2013 12:30,1.912
30/06/2013 12:32,1.912
30/06/2013 12:34,1.912
30/06/2013 12:36,1.912
30/06/2013 12:38,1.912
30/06/2013 12:40,1.918
30/06/2013 12:42,1.918
30/06/2013 12:44,1.912
30/06/2013 12:46,1.911
30/06/2013 12:48,1.911
30/06/2013 12:50,1.911
30/06/2013 12:52,1.899
30/06/2013 12:54,1.914
30/06/2013 12:56,1.914
30/06/2013 12:58,1.915
30/06/2013 13:00,1.916
30/06/2013 13:02,1.910
30/06/2013 13:04,1.917
30/06/2013 13:06,1.918
30/06/2013 13:08,1.919
30/06/2013 13:10,1.913
30/06/2013 13:12,1.913
30/06/2013 13:14,1.913
30/06/2013 13:16,1.913
30/06/2013 13:18,1.913
30/06/2013 13:20,1.905
30/06/2013 13:22,1.913
30/06/2013 13:24,1.913
30/06/2013 13:26,1.913
30/06/2013 13:28,1.913
30/06/2013 13:30,1.913
30/06/2013 13:32,1.913
30/06/2013 13:34,1.913
30/06/2013 13:36,1.914
30/06/2013 13:38,1.914
30/06/2013 13:40,1.914
30/06/2013 13:42,1.914
30/06/2013 13:44,1.914
30/06/2013 13:46,1.913
30/06/2013 13:48,1.913
30/06/2013 13:50,1.905
30/06/2013 13:52,1.906
30/06/2013 13:54,1.906
30/06/2013 13:56,1.907
30/06/2013 13:58,1.907
30/06/2013 14:00,1.907
30/06/2013 14:02,1.907
30/06/2013 14:04,1.907
30/06/2013 14:06,1.907
30/06/2013 14:08,1.908
30/06/2013 14:10,1.908
30/06/2013 14:12,1.908
30/06/2013 14:14,1.908
30/06/2013 14:16,1.908
30/06/2013 14:18,1.908
30/06/2013 14:20,1.908
30/06/2013 14:22,1.908
30/06/2013 14:24,1.908
30/06/2013 14:26,1.908
30/06/2013 14:28,1.909
30/06/2013 14:30,1.910
30/06/2013 14:32,1.910
30/06/2013 14:34,1.909
30/06/2013 14:36,1.909
30/06/2013 14:38,1.901
30/06/2013 14:40,1.901
30/06/2013 14:42,1.902
30/06/2013 14:44,1.902
30/06/2013 14:46,1.902
30/06/2013 14:48,1.902
30/06/2013 14:50,1.902
30/06/2013 14:52,1.901
30/06/2013 14:54,1.901
30/06/2013 14:56,1.901
30/06/2013 14:58,1.901
30/06/2013 15:00,1.901
30/06/2013 15:02,1.901
30/06/2013 15:04,1.901
30/06/2013 15:06,1.901
30/06/2013 15:08,1.901
30/06/2013 15:10,1.901
30/06/2013 15:12,1.901
30/06/2013 15:14,1.901
30/06/2013 15:16,1.901
30/06/2013 15:18,1.901
30/06/2013 15:20,1.901
30/06/2013 15:22,1.901
30/06/2013 15:24,1.901
30/06/2013 15:26,1.901
30/06/2013 15:28,1.901
30/06/2013 15:30,1.901
30/06/2013 15:32,1.901
30/06/2013 15:34,1.901
30/06/2013 15:36,1.901
30/06/2013 15:38,1.901
30/06/2013 15:40,1.901
30/06/2013 15:42,1.901
30/06/2013 15:44,1.908
30/06/2013 15:46,1.908
30/06/2013 15:48,1.907
30/06/2013 15:50,1.907
30/06/2013 15:52,1.907
30/06/2013 15:54,1.907
30/06/2013 15:56,1.907
30/06/2013 15:58,1.907
30/06/2013 16:00,1.907
30/06/2013 16:02,1.907
30/06/2013 16:04,1.907
30/06/2013 16:06,1.907
30/06/2013 16:08,1.898
30/06/2013 16:10,1.909
30/06/2013 16:12,1.909
30/06/2013 16:14,1.909
30/06/2013 16:16,1.908
30/06/2013 16:18,1.908
30/06/2013 16:20,1.908
30/06/2013 16:22,1.909
30/06/2013 16:24,1.909
30/06/2013 16:26,1.909
30/06/2013 16:28,1.909
30/06/2013 16:30,1.909
30/06/2013 16:32,1.908
30/06/2013 16:34,1.908
30/06/2013 16:36,1.908
30/06/2013 16:38,1.920
30/06/2013 16:40,1.919
30/06/2013 16:42,1.918
30/06/2013 16:44,1.918
30/06/2013 16:46,1.917
30/06/2013 16:48,1.910
30/06/2013 16:50,1.910
30/06/2013 16:52,1.918
30/06/2013 16:54,1.917
30/06/2013 16:56,1.917
30/06/2013 16:58,1.917
30/06/2013 17:00,1.918
30/06/2013 17:02,1.917
30/06/2013 17:04,1.911
30/06/2013 17:06,1.912
30/06/2013 17:08,1.912
30/06/2013 17:10,1.912
30/06/2013 17:12,1.911
30/06/2013 17:14,1.920
30/06/2013 17:16,1.920
30/06/2013 17:18,1.921
30/06/2013 17:20,1.915
30/06/2013 17:22,1.916
30/06/2013 17:24,1.916
30/06/2013 17:26,1.917
30/06/2013 17:28,1.918
30/06/2013 17:30,1.918
30/06/2013 17:32,1.924
30/06/2013 17:34,1.917
30/06/2013 17:36,1.918
30/06/2013 17:38,1.929
30/06/2013 17:40,1.929
30/06/2013 17:42,1.928
30/06/2013 17:44,1.929
30/06/2013 17:46,1.929
30/06/2013 17:48,1.920
30/06/2013 17:50,1.926
30/06/2013 17:52,1.927
30/06/2013 17:54,1.927
30/06/2013 17:56,1.927
30/06/2013 17:58,1.927
30/06/2013 18:00,1.927
30/06/2013 18:02,1.927
30/06/2013 18:04,1.927
30/06/2013 18:06,1.926
30/06/2013 18:08,1.932
30/06/2013 18:10,1.933
30/06/2013 18:12,1.933
30/06/2013 18:14,1.933
30/06/2013 18:16,1.933
30/06/2013 18:18,1.933
30/06/2013 18:20,1.933
30/06/2013 18:22,1.932
30/06/2013 18:24,1.932
30/06/2013 18:26,1.933
30/06/2013 18:28,1.933
30/06/2013 18:30,1.933
30/06/2013 18:32,1.933
30/06/2013 18:34,1.933
30/06/2013 18:36,1.933
30/06/2013 18:38,1.933
30/06/2013 18:40,1.933
30/06/2013 18:42,1.939
30/06/2013 18:44,1.939
30/06/2013 18:46,1.939
30/06/2013 18:48,1.939
30/06/2013 18:50,1.939
30/06/2013 18:52,1.939
30/06/2013 18:54,1.939
30/06/2013 18:56,1.931
30/06/2013 18:58,1.938
30/06/2013 19:00,1.938
30/06/2013 19:02,1.932
